id,name,details,gender,category
Men:ACCESSORIES:244,BUCKET HAT,Hat made of cotton fabric. Wide brim with topstitching detail. Frayed trim. Faded effect.,Men,ACCESSORIES
Men:ACCESSORIES:248,UTILITY HAT,Wide-brimmed hat with topstitching detail. Zip pocket. Adjustable drawstring.,Men,ACCESSORIES
Men:ACCESSORIES:251,STRIPED CROCHET HAT,Hat made of spun cotton fabric.,Men,ACCESSORIES
Men:ACCESSORIES:253,WOVEN BUCKET HAT,Woven hat with an open texture.,Men,ACCESSORIES
Men:ACCESSORIES:255,CONTRAST CROCHET HAT,Hat made of spun cotton thread. Contrast topstitching on the brim.,Men,ACCESSORIES
Men:ACCESSORIES:256,TEXTURED BUCKET HAT,Hat made of textured ripstop fabric that is resistant to tearing. Wide brim with topstitching detail.,Men,ACCESSORIES
Men:ACCESSORIES:260,BUCKET HAT WITH CONTRAST TOPSTITCHING,Hat made of cotton fabric. Wide brim with contrast topstitching detail and frayed trim.,Men,ACCESSORIES
Men:ACCESSORIES:261,TEXTURED BUCKET HAT,Hat made of cotton fabric. Brim with topstitching detail. Faded effect.,Men,ACCESSORIES
Men:ACCESSORIES:263,DENIM BUCKET HAT,Hat made of denim fabric. Faded effect.,Men,ACCESSORIES
Men:ACCESSORIES:265,BUCKET HAT,Hat made of cotton fabric. Wide brim with topstitching detail. Faded effect.,Men,ACCESSORIES
Men:ACCESSORIES:267,SHORT BEANIE,Adjustable hat made of textured rip-stop fabric that is resistant to tearing. Turn-up brim.,Men,ACCESSORIES
Men:ACCESSORIES:270,TEXTURED COTTON FLAT CAP,Flat cap with visor. Adjustable elastic.,Men,ACCESSORIES
Men:ACCESSORIES:273,TIE-DYE PRINT BANDANA,Bandana made of cotton.Measurements: 60 x 60 . / 23.6 x 23.6″,Men,ACCESSORIES
Men:ACCESSORIES:276,GEOMETRIC EMBROIDERY BANDANA,Bandana made of cotton. Contrast embroidery.Measurements: 60 x 60 . / 23.6 x 23.6″,Men,ACCESSORIES
Men:ACCESSORIES:282,ABSTRACT PRINT BANDANA,Bandana made of cotton. Measurements: 60 x 60 . / 23.6 x 23.6″,Men,ACCESSORIES
Men:ACCESSORIES:283,PAISLEY PRINT BANDANNA,Bandana made of cotton.Measurements: 60 x 60 / 23.6 x 23.6″,Men,ACCESSORIES
